,word,count
12226,space,90
12227,spaced,1
12228,spacing,2
12229,spacious,1
12230,spade,4
12231,spaghetti,7
12232,span,10
12233,spangled,1
12234,spaniel,1
12235,spank,8
12236,spanking,4
12237,spanky,2
12238,spann,1
12239,spare,39
12240,sparingly,2
12241,spark,5
12242,sparked,2
12243,sparking,1
12244,sparkle,7
12245,sparkling,2
12246,sparkly,6
12247,sparks,10
12248,sparky,3
12249,sparrow,3
12250,sparse,1
12251,spasm,3
12252,spat,1
12253,spatial,2
12254,spawn,3
12255,spay,1
12256,speak,119
12257,speaker,28
12258,speaking,50
12259,spear,13
12260,spearhead,2
12261,spec,6
12262,special,178
12263,specialist,7
12264,speciality,1
12265,specially,13
12266,specialty,3
12267,species,5
12268,specific,24
12269,specifically,6
12270,specify,1
12271,speckle,1
12272,specs,2
12273,spectacle,2
12274,spectacles,1
12275,spectacular,12
12276,spectacularly,1
12277,spectator,2
12278,spectrum,2
12279,speculation,3
12280,speech,25
12281,speechless,13
12282,speed,54
12283,speedboat,1
12284,speeding,7
12285,speedway,1
12286,speedy,9
12287,spell,68
12288,speller,2
12289,spelling,44
12290,spelt,12
12291,spencer,9
12292,spend,110
12293,spending,44
12294,spent,94
12295,sperm,2
12296,spet,1
12297,spew,1
12298,spewing,3
12299,sphere,4
12300,sphinx,1
12301,spice,6
12302,spicy,14
12303,spider,28
12304,spiderweb,1
12305,spiffy,4
12306,spike,7
12307,spiked,2
12308,spill,20
12309,spilt,2
12310,spin,18
12311,spinach,4
12312,spinal,1
12313,spindle,1
12314,spine,5
12315,spineless,1
12316,spinner,2
12317,spinning,7
12318,spinster,1
12319,spiral,2
12320,spiraled,1
12321,spire,1
12322,spirit,51
12323,spirited,1
12324,spiritful,1
12325,spiritual,8
12326,spit,6
12327,spite,5
12328,spitting,3
12329,splash,9
12330,splat,1
12331,splendid,8
12332,splendidly,1
12333,splint,4
12334,splinter,4
12335,split,28
12336,splitting,2
12337,splosh,1
12338,splutter,2
12339,spoil,18
12340,spoiled,18
12341,spoiler,28
12342,spoiling,6
12343,spoilsport,1
12344,spoilt,7
12345,spoke,24
12346,spoken,15
12347,spokesman,1
12348,sponge,2
12349,spongy,1
12350,sponsor,11
12351,sponsorship,3
12352,spontaneous,6
12353,spontaneously,1
12354,spoof,1
12355,spook,2
12356,spooky,5
12357,spool,2
12358,spoon,20
12359,spooner,1
12360,spoonful,1
12361,spooning,2
12362,sporadic,1
12363,sporadically,1
12364,spore,2
12365,sport,13
12366,sporting,6
12367,sports,32
12368,sportsman,1
12369,sporty,2
12370,spot,99
12371,spotless,1
12372,spotlight,3
12373,spotted,7
12374,spotting,4
12375,spouse,3
12376,sprain,5
12377,sprang,1
12378,sprawling,1
12379,spray,19
12380,spread,56
12381,spreading,20
12382,spree,7
12383,spring,46
12384,springboard,1
12385,springtime,1
12386,sprinkle,14
12387,sprinkling,1
12388,sprint,16
12389,sprinter,1
12390,sprite,5
12391,sprout,2
12392,spruce,2
12393,sprung,2
12394,spud,3
12395,spun,3
12396,spunk,3
12397,spur,7
12398,spurt,2
12399,spy,15
12400,squad,5
12401,square,27
12402,squared,2
12403,squarely,1
12404,squash,5
12405,squat,4
12406,squeak,2
12407,squeaky,2
12408,squeal,2
12409,squeeze,13
12410,squeezing,1
12411,squelching,1
12412,squib,1
12413,squid,11
12414,squidgy,1
12415,squiffy,2
12416,squint,3
12417,squire,1
12418,squirm,1
12419,squirming,1
12420,squirrel,15
12421,squirt,2
12422,squish,5
12423,squishy,2
12424,sri,46
12425,st,60
12426,stab,8
12427,stabber,1
12428,stabbing,1
12429,stable,4
12430,stack,22
12431,stadium,9
12432,staff,20
12433,stag,2
12434,stage,61
12435,staged,3
12436,stagger,1
12437,stain,14
12438,staining,1
12439,stair,20
12440,staircase,1
12441,staired,1
12442,stairway,1
12443,stake,7
12444,stale,5
12445,stalk,23
12446,stalked,5
12447,stalker,29
12448,stalking,24
12449,stall,3
12450,stalling,3
12451,stamina,1
12452,stammer,1
12453,stamp,11
12454,stampede,1
12455,stance,2
12456,stand,97
12457,standard,29
12458,standing,39
12459,standout,1
12460,standpoint,1
12461,stang,1
12462,stank,1
12463,stannery,1
12464,staple,4
12465,star,193
12466,starboard,1
12467,starcraft,1
12468,stare,13
12469,starfish,1
12470,staring,15
12471,stark,1
12472,starlite,1
12473,starred,1
12474,starring,5
12475,starry,2
12476,starship,4
12477,start,886
12478,starter,2
12479,starting,155
12480,startling,2
12481,starvation,3
12482,starve,3
12483,stash,3
12484,state,130
12485,stated,1
12486,statement,25
12487,stateside,1
12488,static,2
12489,station,68
12490,stationary,2
12491,stationery,3
12492,statistics,5
12493,statue,1
12494,stature,1
12495,status,62
12496,statute,1
12497,statutory,1
12498,staunchly,1
12499,stay,476
12500,stayed,68
12501,stays,16
12502,stead,3
12503,steadfastness,1
12504,steady,1
12505,steak,33
12506,steal,51
12507,stealer,3
12508,stealing,17
12509,stealth,2
12510,stealthy,1
12511,steam,5
12512,steamboat,2
12513,steaming,2
12514,steel,5
12515,steeler,3
12516,steeling,1
12517,steep,1
12518,steer,5
12519,steering,1
12520,stein,1
12521,stella,13
12522,stellar,2
12523,stem,1
12524,stench,3
12525,step,106
12526,stepbrother,1
12527,stepchild,1
12528,stepped,10
12529,stepper,1
12530,stepping,3
12531,stepsister,1
12532,stepson,2
12533,stereo,4
12534,stereotype,4
12535,sterling,4
12536,stern,3
12537,steroid,4
12538,steven,16
12539,stew,3
12540,steward,2
12541,stewed,2
12542,stich,1
12543,stick,80
12544,sticker,8
12545,stickers,10
12546,sticking,13
12547,stickler,1
12548,sticks,14
12549,sticky,10
12550,stiff,9
12551,stiffen,1
12552,stifle,2
12553,stifling,1
12554,stigma,1
12555,stiletto,2
12556,still,2413
12557,stilling,1
12558,stimulation,1
12559,stimulus,1
12560,sting,11
12561,stinging,1
12562,stingray,1
12563,stingy,1
12564,stink,26
12565,stinkbug,1
12566,stinker,2
12567,stinking,4
12568,stint,5
12569,stir,4
12570,stitch,17
12571,stock,36
12572,stocking,1
12573,stockpile,1
12574,stocks,7
12575,stogy,1
12576,stoic,1
12577,stoichiometry,1
12578,stoke,43
12579,stole,36
12580,stoled,1
12581,stolen,27
12582,stollen,2
12583,stomach,80
12584,stomp,7
12585,stomper,3
12586,stone,26
12587,stoned,1
12588,stoner,4
12589,stood,14
12590,stoof,1
12591,stooge,1
12592,stool,4
12593,stoop,2
12594,stop,459
12595,stope,2
12596,stopover,1
12597,stopped,83
12598,stopping,19
12599,storage,18
12600,store,207
12601,storm,91
12602,storming,2
12603,stormy,5
12604,story,350
12605,storybook,1
12606,storyteller,2
12607,stot,2
12608,stout,3
12609,stove,6
12610,straggler,1
12611,straight,90
12612,straighten,16
12613,straightener,2
12614,straightforward,1
12615,strain,1
12616,strait,1
12617,straiten,1
12618,strand,2
12619,strange,69
12620,strangely,9
12621,strangeness,1
12622,stranger,26
12623,strangling,1
12624,strap,8
12625,strapless,1
12626,strapped,3
12627,strass,1
12628,strategic,1
12629,strategically,1
12630,strategy,7
12631,stratus,1
12632,strave,1
12633,straw,7
12634,strawberry,52
12635,stray,6
12636,stre,1
12637,streak,12
12638,stream,56
12639,streamer,1
12640,streaming,19
12641,streep,1
12642,street,80
12643,streets,11
12644,strength,23
12645,strengthen,1
12646,strenuous,1
12647,stress,124
12648,stressful,16
12649,stressless,1
12650,stretch,28
12651,stretcher,1
12652,stretchy,1
12653,strick,1
12654,strict,5
12655,strictly,14
12656,strid,1
12657,stride,2
12658,strike,22
12659,striker,1
12660,striking,3
12661,string,17
12662,strip,14
12663,stripe,5
12664,striped,3
12665,stripped,2
12666,stripper,6
12667,stripping,2
12668,strive,2
12669,stroke,11
12670,stroking,2
12671,stroll,13
12672,stroller,1
12673,strong,85
12674,strongly,3
12675,struck,9
12676,structure,5
12677,structured,1
12678,struggle,15
12679,struggling,13
12680,strum,1
12681,strut,1
12682,stub,1
12683,stubble,1
12684,stubborn,6
12685,stubbornly,1
12686,stubbornness,1
12687,stubby,1
12688,stuck,225
12689,stud,2
12690,studding,1
12691,student,83
12692,studied,10
12693,studio,57
12694,studious,2
12695,study,143
12696,stuff,674
12697,stuffed,14
12698,stuffing,4
12699,stuffy,6
12700,stumble,3
12701,stummy,1
12702,stump,5
12703,stumpy,1
12704,stun,7
12705,stung,1
12706,stunning,22
12707,stunt,3
12708,stupid,313
12709,stupidity,6
12710,stupidly,7
12711,stutter,3
12712,stuttering,1
12713,sty,1
12714,style,79
12715,styling,1
12716,stylish,6
12717,stylist,8
12718,stylistics,1
12719,stylus,2
12720,sub,24
12721,subbing,2
12722,subconscious,1
12723,subdued,1
12724,subject,27
12725,subjected,1
12726,subjective,2
12727,subliminal,3
12728,submiss,2
12729,submission,10
12730,submit,24
12731,subscribe,9
12732,subscriber,5
12733,subscript,1
12734,subscription,6
12735,subsequent,1
12736,subside,4
12737,subsiding,1
12738,substance,6
12739,substitute,6
12740,subtile,1
12741,subtitle,3
12742,subtle,3
12743,subtly,1
12744,subtract,1
12745,suburb,2
12746,suburbia,2
12747,subway,20
12748,succeed,8
12749,success,43
12750,successful,27
12751,successfully,5
12752,succinctly,1
12753,succumb,3
12754,suck,1037
12755,sucker,15
12756,sucking,8
12757,sucuri,1
12758,sud,1
12759,sudden,9
12760,suddenly,29
12761,sue,17
12762,suet,1
12763,suffer,31
12764,suffering,23
12765,suffice,3
12766,sufficiency,1
12767,sufficient,2
12768,suffocating,2
12769,sugar,43
12770,suggest,76
12771,suggesting,8
12772,suggestion,37
12773,suicidal,3
12774,suicide,12
12775,suit,45
12776,suitable,10
12777,suitably,2
12778,suitcase,10
12779,suite,10
12780,suiting,1
12781,sulk,7
12782,sully,3
12783,sum,81
12784,summarize,1
12785,summary,6
12786,summed,1
12787,summer,501
12788,summertime,9
12789,summery,3
12790,summit,20
12791,summon,1
12792,sumptuous,2
12793,sun,334
12794,sunbeam,4
12795,sunburn,24
12796,sunburned,11
12797,sunburnt,9
12798,sundae,4
12799,sundown,1
12800,sunflower,3
12801,sung,6
12802,sunglass,17
12803,sunk,4
12804,sunlight,2
12805,sunn,1
12806,sunny,151
12807,sunrise,14
12808,sunset,13
12809,sunshine,106
12810,sunshiny,3
12811,sunt,2
12812,sunway,1
12813,sup,16
12814,supa,1
12815,super,279
12816,superb,8
12817,superbly,1
12818,supercool,1
12819,superficial,1
12820,superhero,5
12821,superior,3
12822,superman,6
12823,supermarket,5
12824,supernatural,18
12825,supernova,1
12826,superpower,1
12827,supersize,1
12828,supertramp,1
12829,supervision,2
12830,superwoman,3
12831,supper,8
12832,supplement,3
12833,supplier,4
12834,supply,12
12835,support,188
12836,supporter,6
12837,supporting,14
12838,supportive,7
12839,suppose,94
12840,supposed,218
12841,supposedly,7
12842,suppository,1
12843,suppress,1
12844,supreme,1
12845,supremely,3
12846,sur,1
12847,sure,1315
12848,surely,31
12849,surf,21
12850,surface,6
12851,surfaced,1
12852,surfacing,1
12853,surfboard,2
12854,surfer,4
12855,surge,2
12856,surgeon,2
12857,surgery,44
12858,surly,1
12859,surname,2
12860,surpass,2
12861,surplus,2
12862,surprise,57
12863,surprising,10
12864,surprisingly,9
12865,surrender,1
12866,surrey,1
12867,surrogate,1
12868,surround,3
12869,surrounded,12
12870,surrounding,3
12871,surroundings,2
12872,survey,4
12873,survival,5
12874,survive,35
12875,surviving,5
12876,survivor,17
12877,suspect,28
12878,suspected,4
12879,suspend,2
12880,suspended,15
12881,suspenders,1
12882,suspense,6
12883,suspension,1
12884,suspicion,2
12885,suspicious,2
12886,sustained,3
12887,sutra,2
12888,suttle,1
12889,suz,1
12890,swa,1
12891,swaddle,1
12892,swag,5
12893,swallo,1
12894,swallow,11
12895,swam,2
12896,swamp,8
12897,swan,8
12898,swanky,1
12899,swanny,1
12900,swap,26
12901,swapping,2
12902,sware,2
12903,swarm,2
12904,swarming,1
12905,swastika,1
12906,swat,1
12907,sway,30
12908,swear,69
12909,sweat,19
12910,sweater,9
12911,sweating,3
12912,sweatshop,2
12913,sweaty,16
12914,sweep,7
12915,sweeping,1
12916,sweepstake,2
12917,sweepy,1
12918,sweet,516
12919,sweeten,1
12920,sweetheart,46
12921,sweetie,120
12922,sweetly,1
12923,sweetness,6
12924,sweety,16
12925,swell,11
12926,swelling,4
12927,sweltering,1
12928,swept,3
12929,swerve,3
12930,swift,24
12931,swig,1
12932,swill,1
12933,swim,34
12934,swimmer,5
12935,swimming,42
12936,swimmingly,1
12937,swimsuit,6
12938,swindle,1
12939,swine,47
12940,swiney,1
12941,swing,19
12942,swinger,3
12943,swinging,4
12944,swipe,2
12945,swirl,2
12946,swish,1
12947,swisher,1
12948,swiss,5
12949,switch,53
12950,switched,17
12951,switching,9
12952,swollen,24
12953,swoon,7
12954,swooning,1
12955,swoop,2
12956,swoosh,1
12957,sword,5
12958,swore,6
12959,sworn,3
12960,swung,1
12961,syllable,3
12962,syllabus,2
12963,symbol,5
12964,symbolic,2
12965,symbolism,2
12966,sympathetic,1
12967,sympathize,4
12968,sympathy,20
12969,symphonic,1
12970,symphony,3
12971,symposium,1
12972,symptom,11
12973,synapses,1
12974,sync,24
12975,synchronization,1
12976,syndicate,1
12977,syndrome,9
12978,synergy,1
12979,synopsis,4
12980,syntax,6
12981,synthetic,1
12982,syrup,12
12983,syrupy,1
12984,system,80
12985,t,8
12986,ta,41
12987,taa,1
12988,taar,1
12989,tab,16
12990,tabby,5
12991,table,42
12992,tables,10
12993,tablet,6
12994,tabloid,4
12995,taboo,2
12996,tabor,1
12997,tack,3
12998,tacking,1
12999,tackle,3
13000,tackled,2
13001,tackling,2
13002,tacky,5
13003,tactics,1
13004,tactile,2
13005,tactive,1
13006,tad,24
13007,tae,2
13008,taft,1
13009,tag,44
13010,tagged,5
13011,tai,10
13012,tail,14
13013,tailor,1
13014,taint,3
13015,taj,1
13016,take,1281
13017,taken,119
13018,taker,2
13019,takin,15
13020,taking,239
13021,takt,1
13022,tal,2
13023,talbot,1
13024,tale,6
13025,talent,52
13026,talented,55
13027,talentless,1
13028,tales,5
13029,talk,694
13030,talkative,2
13031,talker,1
13032,talking,326
13033,talky,2
13034,tall,16
13035,taller,6
13036,tam,3
13037,tamale,3
13038,tamara,1
13039,tambourine,1
13040,tame,2
13041,tammy,3
13042,tampon,1
13043,tan,50
13044,tandem,1
13045,tang,3
13046,tanga,1
13047,tangent,1
13048,tangible,1
13049,tango,12
13050,tangy,1
13051,tania,1
13052,tanjong,1
13053,tank,26
13054,tanked,1
13055,tanned,2
13056,tanner,3
13057,tannin,2
13058,tanning,13
13059,tanti,1
13060,tantrum,4
13061,tao,4
13062,tap,25
13063,tapas,1
13064,tape,35
13065,taper,1
13066,tapioca,1
13067,tapper,1
13068,tapping,1
13069,taps,1
13070,tar,4
13071,tara,6
13072,tarantula,1
13073,tare,1
13074,target,30
13075,targeted,1
13076,tarmac,1
13077,taro,2
13078,tarot,3
13079,tarpon,1
13080,tart,8
13081,tartan,1
13082,tash,3
13083,task,25
13084,tassie,2
13085,taste,120
13086,tasted,9
13087,tasteful,1
13088,tasteless,1
13089,tasting,9
13090,tasty,24
13091,tat,25
13092,tate,3
13093,tater,3
13094,tattletale,1
13095,tattoo,43
13096,tattooing,1
13097,tau,3
13098,taught,23
13099,taum,1
13100,taunt,1
13101,taunting,1
13102,taut,1
13103,tautology,1
13104,tav,1
13105,tave,1
13106,tavern,1
13107,tawn,1
13108,tawny,1
13109,tax,43
13110,taxed,3
13111,taxi,9
13112,taxidermist,1
13113,taxing,1
13114,taxman,1
13115,taxpaying,1
13116,tay,8
13117,tch,4
13118,tche,1
13119,te,33
13120,tea,160
13121,teach,57
13122,teacher,69
13123,teaching,25
13124,teacup,3
13125,teal,1
13126,team,184
13127,teaming,1
13128,teamwork,4
13129,tear,120
13130,teardrop,4
13131,tearful,1
13132,tearing,6
13133,tearoom,1
13134,teary,9
13135,tease,26
13136,teaser,6
13137,teashop,1
13138,teasing,16
13139,teaspoon,2
13140,teat,1
13141,tech,46
13142,technic,1
13143,technical,12
13144,technically,17
13145,technician,1
13146,technique,9
13147,technologic,1
13148,technological,3
13149,technologically,1
13150,technology,24
13151,techy,1
13152,teck,1
13153,tecnology,1
13154,ted,12
13155,tedious,6
13156,tee,26
13157,teen,18
13158,teenage,9
13159,teens,7
13160,teeny,3
13161,teet,1
13162,teeter,1
13163,teeth,63
13164,teething,4
13165,tele,2
13166,telegraph,2
13167,telepathy,1
13168,telephone,4
13169,telescope,3
13170,television,9
13171,telford,2
13172,tell,962
13173,teller,2
13174,telling,107
13175,temp,18
13176,temper,2
13177,temperature,8
13178,tempest,1
13179,template,7
13180,temple,10
13181,temporarily,14
13182,temporary,9
13183,tempt,28
13184,temptation,11
13185,tempting,20
13186,temptress,1
13187,ten,38
13188,tenacious,1
13189,tend,36
13190,tendency,2
13191,tender,7
13192,tending,2
13193,tendon,3
13194,tennis,31
13195,tense,2
13196,tension,6
13197,tent,18
13198,tentative,1
13199,tented,1
13200,tenth,3
13201,tenuous,1
13202,tequila,14
13203,term,57
13204,termin,1
13205,terminal,5
13206,terminator,25
13207,terminology,2
13208,terrace,4
13209,terrible,108
13210,terribly,17
13211,terrier,9
13212,terrific,8
13213,terrifically,1
13214,terrify,1
13215,terrifying,7
13216,territory,4
13217,terror,4
13218,terrorism,3
13219,terrorist,5
13220,terry,5
13221,test,149
13222,testament,1
13223,tested,9
13224,tester,5
13225,testicle,1
13226,testimonial,1
13227,testing,39
13228,testosterone,1
13229,tetanus,1
13230,tether,8
13231,teuk,1
13232,tew,2
13233,text,327
13234,textbook,2
13235,texture,2
13236,tez,1
13237,th,36
13238,tha,76
13239,thakur,1
13240,than,1
13241,thank,1636
13242,thankee,3
13243,thankful,18
13244,thankfully,18
13245,thanks,4120
13246,thar,2
13247,thats,900
13248,the,1
13249,theater,27
13250,thee,22
13251,theek,1
13252,theft,3
13253,theist,1
13254,them,1
13255,thematically,1
13256,theme,51
13257,themer,1
13258,then,1
13259,theocracy,1
13260,theorem,1
13261,theoretical,1
13262,theoretically,1
13263,theorist,2
13264,theory,26
13265,therapist,4
13266,therapy,26
13267,there,7
13268,thereby,1
13269,therefor,1
13270,therefore,18
13271,thereof,2
13272,theres,103
13273,thermal,1
13274,thermodynamic,1
13275,theses,1
13276,thesis,8
13277,theyll,5
13278,theyre,39
13279,thick,17
13280,thickness,2
13281,thief,2
13282,thieve,2
13283,thig,1
13284,thigh,8
13285,thin,32
13286,thing,1805
13287,thingamabob,1
13288,thingy,37
13289,think,2971
13290,thinking,410
13291,thinly,1
13292,thinner,5
13293,third,47
13294,thirst,2
13295,thirstily,1
13296,thirsty,10
13297,thirteen,2
13298,thirty,5
13299,this,2
13300,thistle,1
13301,tho,558
13302,thong,9
13303,thoo,3
13304,thorn,5
13305,thorough,1
13306,thoroughly,12
13307,thorp,3
13308,those,2
13309,thou,21
13310,though,1755
13311,thought,992
13312,thoughtful,5
13313,thousand,28
13314,thrash,2
13315,thrashing,1
13316,thread,32
13317,threaded,5
13318,threadless,3
13319,threat,8
13320,threaten,5
13321,threatening,8
13322,three,146
13323,threesome,4
13324,threw,35
13325,thrice,1
13326,thrift,3
13327,thrifty,1
13328,thrill,20
13329,thriller,3
13330,thrilling,5
13331,thrive,1
13332,thriving,2
13333,throat,74
13334,throb,4
13335,throne,1
13336,throttle,1
13337,throughout,7
13338,throw,87
13339,throwback,3
13340,throwdown,2
13341,thrower,1
13342,throwing,26
13343,thrown,14
13344,thrust,1
13345,thug,3
13346,thuggish,2
13347,thumb,44
13348,thumbnail,3
13349,thumbtack,1
13350,thump,1
13351,thunder,45
13352,thunderbird,2
13353,thundering,1
13354,thunderstorm,17
13355,thus,22
13356,thusly,1
13357,thy,10
13358,thyme,1
13359,ti,52
13360,tiara,4
13361,tibby,1
13362,tibia,1
13363,tic,2
13364,tick,12
13365,ticker,1
13366,ticket,289
13367,ticketing,1
13368,tickle,8
13369,tickled,2
13370,tickling,2
13371,ticklish,1
13372,tidbit,2
13373,tide,7
13374,tiding,1
13375,tidings,1
13376,tidy,8
13377,tie,22
13378,tied,15
13379,tien,6
13380,tier,3
13381,tiff,4
13382,tiffany,6
13383,tiffy,2
13384,tiger,29
13385,tigger,3
13386,tight,44
13387,tighten,3
13388,tights,8
13389,til,226
13390,tilde,1
13391,tile,5
13392,tiled,2
13393,till,378
13394,tiller,4
13395,tilt,2
13396,timbo,1
13397,timbre,2
13398,time,3059
13399,timed,7
13400,timeless,1
13401,timer,6
13402,times,461
13403,timetable,2
13404,timid,1
13405,timing,26
13406,timothy,2
13407,tin,9
13408,tincture,1
13409,ting,5
13410,tingi,1
13411,tingle,3
13412,tingling,1
13413,tink,6
13414,tinker,3
13415,tinnitus,1
13416,tint,2
13417,tinted,4
13418,tiny,60
13419,tip,82
13420,tipped,2
13421,tipping,1
13422,tippy,1
13423,tipster,1
13424,tipsy,6
13425,tire,19
13426,tired,395
13427,tiredness,4
13428,tiring,16
13429,tissue,14
13430,tit,8
13431,titanic,6
13432,titanium,4
13433,tite,1
13434,tithe,1
13435,titi,1
13436,titillating,1
13437,title,42
13438,titled,1
13439,titter,2
13440,tittle,2
13441,titty,4
13442,tizzy,1
13443,to,5
13444,toad,2
13445,toady,1
13446,toast,33
13447,toaster,1
13448,toastiness,1
13449,toasty,1
13450,tobacco,3
13451,tobe,1
13452,toby,1
13453,tock,1
13454,tod,3
13455,today,2243
13456,toddler,5
13457,toddy,1
13458,toe,34
13459,toenail,3
13460,toff,1
13461,toffee,4
13462,tofu,4
13463,toga,2
13464,together,267
13465,toggle,2
13466,toher,1
13467,toho,1
13468,toi,3
13469,toilet,27
13470,toiling,1
13471,toke,1
13472,token,1
13473,told,373
13474,tolerance,3
13475,tolerate,1
13476,toll,7
13477,toller,1
13478,tomato,21
13479,tomboy,2
13480,tombstone,1
13481,tome,2
13482,tommy,10
13483,tomorrow,1176
13484,ton,85
13485,tone,18
13486,toner,1
13487,tong,1
13488,tongue,14
13489,tonguer,1
13490,tonic,3
13491,tonight,982
13492,tonite,54
13493,tonk,3
13494,tonkin,1
13495,tonsil,6
13496,tony,28
13497,toodle,2
13498,took,274
13499,tool,53
13500,toon,4
13501,toosh,1
13502,toot,2
13503,tooth,31
13504,toothache,7
13505,toothbrush,1
13506,toothed,1
13507,toothless,1
13508,top,231
13509,tope,2
13510,topic,115
13511,topical,2
13512,topless,2
13513,topmost,1
13514,topnotch,1
13515,topping,5
13516,tops,13
13517,tor,1
13518,torch,3
13519,torchwood,3
13520,tore,3
13521,toreador,1
13522,torment,1
13523,tormented,1
13524,torn,8
13525,tornado,11
13526,torque,1
13527,torrent,12
13528,torrential,4
13529,torso,1
13530,tort,1
13531,torta,1
13532,tortilla,2
13533,tortoise,4
13534,torture,16
13535,tortured,1
13536,torturing,1
13537,torus,2
13538,tory,6
13539,tosh,1
13540,toss,19
13541,tosser,1
13542,tossing,4
13543,toston,1
13544,tot,9
13545,total,56
13546,totally,505
13547,tote,5
13548,totum,1
13549,tou,2
13550,touch,136
13551,touched,19
13552,touching,11
13553,touchy,1
13554,tough,77
13555,tought,3
13556,tour,165
13557,touring,17
13558,tourism,2
13559,tourist,10
13560,touristy,2
13561,tournament,13
13562,tourney,4
13563,tout,2
13564,tow,7
13565,toward,8
13566,towards,24
13567,towel,10
13568,tower,18
13569,town,194
13570,towpath,1
13571,toxic,4
13572,toxicology,1
13573,toxin,1
13574,toy,61
13575,tra,2
13576,trace,8
13577,traceable,1
13578,traceless,1
13579,trachea,1
13580,track,105
13581,tracked,1
13582,tracker,5
13583,tractable,1
13584,tractor,3
13585,trade,38
13586,trader,1
13587,trading,5
13588,tradition,7
13589,traditional,4
13590,traffic,59
13591,tragedy,14
13592,tragic,20
13593,tragically,2
13594,trail,6
13595,trailer,66
13596,trailing,1
13597,train,297
13598,trained,8
13599,trainee,1
13600,trainer,13
13601,training,50
13602,trait,2
13603,traitor,1
13604,tram,5
13605,tramp,4
13606,trampolin,1
13607,trampoline,10
13608,trance,13
13609,tranquility,1
13610,transact,1
13611,transaction,3
13612,transcend,2
13613,transcendent,1
13614,transfer,20
13615,transferable,2
13616,transferred,5
13617,transferring,2
13618,transform,27
13619,transformation,2
13620,transformer,2
13621,transforming,1
13622,transfusion,1
13623,transgress,1
13624,transient,1
13625,transit,4
13626,transition,8
13627,translate,14
13628,translation,11
13629,translator,5
13630,transmission,4
13631,transparency,2
13632,transparent,1
13633,transplant,6
13634,transport,15
13635,transportation,3
13636,transporter,1
13637,trap,5
13638,trapeze,1
13639,trapped,4
13640,trash,23
13641,trashy,6
13642,trauma,4
13643,traumatic,5
13644,traumatize,1
13645,travail,2
13646,travel,98
13647,traveled,1
13648,traveler,1
13649,traveling,23
13650,travelogue,1
13651,traverse,1
13652,travesty,4
13653,travis,5
13654,trawl,2
13655,tray,3
13656,treacherous,1
13657,treacle,1
13658,treadmill,3
13659,treasure,15
13660,treasury,1
13661,treat,69
13662,treating,23
13663,treatment,13
13664,treaty,1
13665,tree,55
13666,treetop,1
13667,trek,64
13668,trellis,1
13669,tremendous,1
13670,tremendously,2
13671,trench,3
13672,trend,129
13673,trey,13
13674,tri,21
13675,trial,20
13676,triangle,9
13677,triangular,1
13678,tribalism,1
13679,tribble,2
13680,tribe,5
13681,tribunal,1
13682,tribune,1
13683,tribute,10
13684,trice,1
13685,trick,60
13686,tricker,1
13687,trickling,1
13688,tricky,9
13689,tried,370
13690,trifle,1
13691,trifling,1
13692,trig,1
13693,trigger,5
13694,triggered,2
13695,trigonometry,1
13696,trike,1
13697,trill,1
13698,trillion,2
13699,trilogy,5
13700,trim,9
13701,trimester,1
13702,trimmer,1
13703,trimming,1
13704,trinity,4
13705,trinket,1
13706,trio,5
13707,trip,285
13708,tripe,2
13709,triple,17
13710,tripping,1
13711,tripple,2
13712,triptych,1
13713,trist,4
13714,tristate,1
13715,trite,1
13716,triumph,3
13717,trivia,8
13718,trivial,4
13719,trivium,1
13720,troika,1
13721,troll,10
13722,trolley,2
13723,trolling,2
13724,tron,3
13725,troop,4
13726,trooper,1
13727,trope,1
13728,trophi,2
13729,trophy,7
13730,tropic,1
13731,tropical,9
13732,trot,4
13733,troubadour,2
13734,trouble,106
13735,troubling,2
13736,troupe,1
13737,trouser,1
13738,trousers,5
13739,trout,4
13740,trove,1
13741,trowing,1
13742,troy,4
13743,truce,1
13744,truck,36
13745,trucks,8
13746,trudge,1
13747,true,505
13748,truer,3
13749,truffle,7
13750,truly,43
13751,trump,6
13752,trumpet,1
13753,trumph,1
13754,trundle,1
13755,trunk,4
13756,trunking,1
13757,trust,102
13758,trustee,1
13759,trusting,2
13760,trustworthy,1
13761,trusty,1
13762,truth,70
13763,truthful,1
13764,truthfully,2
13765,try,838
13766,trying,559
13767,tryout,2
13768,tryst,1
13769,tsar,1
13770,tu,32
13771,tua,2
13772,tub,13
13773,tuba,1
13774,tube,31
13775,tuck,5
13776,tucker,3
13777,tucking,2
13778,tue,31
13779,tuff,2
13780,tui,1
13781,tuition,4
13782,tulip,1
13783,tum,1
13784,tumble,2
13785,tumbler,2
13786,tumbleweed,2
13787,tumbling,2
13788,tummy,62
13789,tumor,3
13790,tun,2
13791,tuna,11
13792,tundra,2
13793,tune,70
13794,tuned,21
13795,tuning,10
13796,tunnel,6
13797,tunneling,1
13798,turbinate,1
13799,turbo,3
13800,turbulence,2
13801,turd,1
13802,turf,1
13803,turfed,1
13804,turk,5
13805,turkey,19
13806,turmoil,1
13807,turn,198
13808,turnaround,1
13809,turned,104
13810,turner,1
13811,turning,36
13812,turnpike,2
13813,turns,72
13814,turntable,1
13815,turtle,12
13816,tut,11
13817,tute,1
13818,tutor,8
13819,tutorial,13
13820,tuts,2
13821,tutti,1
13822,tux,3
